DesignName,L/B_SynthWns,L/P_SynthWns,L/B_PlaceWns,L/P_PlaceWns,L/B_RouteWns,L/P_RouteWns,PATH_TYPE,REQUIREMENT,PATH_DELAY,LOGIC_DELAY,NET_DELAY,SKEW,WNS,ClockRelationship,LOGIC_LEVELS,LOGICAL_PATH,STARTPOINT_CLOCK,ENDPOINT_CLOCK,STARTPOINT_PIN,ENDPOINT_PIN,COMB_DSP,DOA_REG,DOB_REG,MREG,PREG,BRAM_CROSSINGS,DSP_CROSSINGS,IO_CROSSINGS,CONFIG_CROSSINGS,SLR_CROSSINGS,BOUNDING_BOX_SIZE,CLOCK_REGION_DISTANCE,PBLOCKS,HIGH_FANOUT,CUMULATIVE_FANOUT,DONT_TOUCH,MARK_DEBUG,FIXED_LOC,FIXED_ROUTE,HOLD_FIX_DETOUR,COMBINED_LUT_PAIRS,End Point Clock,clk,INITWNS,PLACEWNS,PREROUTEWNS,ROUTEWNS,WNSDIFF,ROUTEWNSDIFF,PREROUTEWHS,ROUTEWHS,PREROUTETHS,ROUTETHS,WHSDIFF,THSDIFF,DP_STARTWL,DP_ENDWL,% WLVAR,NORTHPLACECONG,NORTHROUTECONG,NORTHCONGDIFF,SOUTHPLACECONG,SOUTHROUTECONG,SOUTHCONGDIFF,EASTPLACECONG,EASTROUTECONG,EASTCONGDIFF,WESTPLACECONG,WESTROUTECONG,WESTCONGDIFF,CLK,ArpIcmpTop_clk,fft_gen_top_clk,oam_clk_0,oam_clk_1,oam_clk_10,oam_clk_11,oam_clk_12,oam_clk_13,oam_clk_14,oam_clk_15,oam_clk_16,oam_clk_17,oam_clk_2,oam_clk_3,oam_clk_4,oam_clk_5,oam_clk_6,oam_clk_7,oam_clk_8,oam_clk_9,MMCME2_ADV_inst_n_6_BUFG_inst_n_0,input_paths,ref_clk_in,**async_default**,TcpIp6Top_clk,clock,proc_clk_pin,rx_clk_pin,sys_clk_pin,tx_clk_pin,filter_clk,multi_lut_clk,ram_clk,s1_clk,chip_n_clk_pad,hydra_clk1,i_clk,i_clock,i_sdclock_25,i_sdclock_50,i_sd_clock,clk_mmcm,**default**,clkout1,clkout2,clkout0,apb_clock,FSL_Clk,ClkVfag,clk0_sys,clk10_rx,clk10_sys,clk11_sys,clk12_sys,clk13_sys,clk14_sys,clk15_sys,clk16_sys,clk17_sys,clk18_sys,clk19_sys,clk1_sys,clk2_sys,clk3_sys,clk4_sys,clk5_sys,clk6_sys,clk7_sys,clk8_sys,clk9_sys,clk_core,clk_mrisc,XCLK,clk1x,clk2x,mii_rxc,pif_clk,sonet_rxc,sonet_txc,core_clk,pipe_clk,pci_clk,tck,mrx_clk_pad_i,mtx_clk_pad_i,clk_int,mclk_i,PAD_MEM_CLK,clk_channel_i,clk_proc_i,iwb_clk_i,TS_clock,aclk,CLK_33,global_90_mhz,p_sys_pll_ref_clk,pad_clk106,clk_tick,TxTop,WRAPPER_CLOCK,rx_clk,clock_54
cilantro,1.424,1.000,0.972,1.000,1.027,1.000,SETUP,3.00000,3.84800,2.424(63%),1.424(37%),-0.38600,-1.21000,Safely Timed,6,FDRE->DSP_A_B_DATA->DSP_PREADD_DATA->DSP_MULTIPLIER->DSP_M_DATA->DSP_ALU->DSP_OUTPUT->FDRE,clk_int,clk_int,FDRE/C,FDRE/D,6,0,0,0,0,0,2,1,0,0,5%x1%,"1,0",0,8,4,0,0,0,0,0,0,-,-,-1.54800,-1.21500,-1.11440,-1.20900,0.10060,-0.09460,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cilantro,1.424,1.000,0.972,1.000,1.027,1.000,HOLD,0.00000,0.25100,0.078(32%),0.173(68%),0.16800,0.02700,Safely Timed,1,FDRE->LUT5->FDRE,clk_int,clk_int,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,1%x1%,"0,1",0,9,10,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.10700,0.02700,-3.99600,0.00000,0.13400,3.99600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cilantro,1.424,1.000,0.972,1.000,1.027,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000055,0.000058,5.172413793,2,0,-2,1,1,0,1,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
irte,1.036,1.000,1.053,1.000,1.069,1.000,SETUP,4.90000,5.67000,2.365(42%),3.305(58%),-0.46400,-1.31600,Safely Timed,9,RAMB36E2->LUT2->LUT6->LUT4->LUT6->CARRY8->CARRY8->LUT6->LUT6->LUT6->FDPE,mclk_i,mclk_i,RAMB36E2/CLKBWRCLK,FDPE/CE,0,0,0,0,0,3,3,3,0,0,8%x0%,"1,0",0,51,72,0,0,0,0,0,0,-,-,-1.31300,-1.37100,-1.29510,-1.31500,0.07590,-0.01990,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
irte,1.036,1.000,1.053,1.000,1.069,1.000,HOLD,0.00000,0.15100,0.063(42%),0.088(58%),0.08300,0.01200,Safely Timed,1,FDCE->LUT3->FDCE,mclk_i,mclk_i,FDCE/C,FDCE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.06300,0.01200,-0.49100,0.00000,0.07500,0.49100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
irte,1.036,1.000,1.053,1.000,1.069,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000058,0.000058,0,2,1,-1,1,1,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
greenwich,0.859,1.000,0.861,1.000,0.965,1.000,SETUP,3.68000,4.94900,1.111(23%),3.838(77%),-0.13000,-1.37400,Safely Timed,15,FDRE->LUT6->LUT3->LUT5->LUT3->LUT6->LUT6->LUT6->LUT6->LUT6->LUT6->LUT6->LUT6->LUT6->LUT6->MUXF7->FDRE,PAD_MEM_CLK,PAD_MEM_CLK,FDRE/C,FDRE/D,0,0,0,0,0,0,3,0,0,0,8%x5%,"0,1",0,83,189,0,0,0,0,0,2,-,-,-3.03100,-1.11200,-1.17440,-1.37300,-0.06240,-0.19860,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
greenwich,0.859,1.000,0.861,1.000,0.965,1.000,HOLD,0.00000,0.19000,0.049(26%),0.141(74%),0.10000,0.03400,Safely Timed,0,FDRE->FDRE,PAD_MEM_CLK,PAD_MEM_CLK,FDRE/C,FDRE/D,0,0,0,0,0,0,1,0,0,0,2%x0%,"0,0",0,7,7,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.02100,0.03500,-0.02100,0.00000,0.05600,0.02100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1548,-,-,-,-,-,-,-,-,-,-,-,-,-,-
greenwich,0.859,1.000,0.861,1.000,0.965,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00006,0.000059,-1.694915254,1,1,0,2,1,-1,1,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xc7k160t_OpenSparc,1.000,1.000,1.090,1.037,1.086,1.012,SETUP,5.13000,5.31200,0.117(3%),5.195(97%),-0.30700,-0.48700,Safely Timed,0,FDRE->FDRE,clk_mmcm,clk_mmcm,FDRE/C,FDRE/D,0,0,0,0,0,1,4,1,0,0,18%x25%,"1,1",0,135,135,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xc7k160t_OpenSparc,1.000,1.000,1.090,1.037,1.086,1.012,HOLD,0.00000,0.14700,0.063(43%),0.084(57%),0.06100,0.03000,Safely Timed,1,FDRE->LUT4->FDRE,clk_mmcm,clk_mmcm,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,70,71,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xc7k160t_OpenSparc,1.000,1.000,1.090,1.037,1.086,1.012,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
multi_channel_8_xst_v7,1.070,1.000,0.988,1.000,0.994,1.000,SETUP,4.44000,4.88200,1.501(31%),3.381(69%),-0.18800,-1.06900,Safely Timed,9,FDCE->LUT2->LUT6->LUT6->LUT3->LUT6->LUT6->LUT6->CARRY8->LUT5->RAMD64E,clk_proc_i,clk_proc_i,FDCE/C,RAMD64E/WE,0,0,0,0,0,1,3,0,0,0,11%x4%,"0,0",0,101,301,0,0,0,0,0,5,-,-,-1.13200,-0.48500,-0.41850,-1.05800,0.06650,-0.63950,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
multi_channel_8_xst_v7,1.070,1.000,0.988,1.000,0.994,1.000,HOLD,0.00000,0.16600,0.078(47%),0.088(53%),0.09300,0.01700,Safely Timed,1,FDCE->LUT3->FDCE,clk_channel_i,clk_channel_i,FDCE/C,FDCE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,2,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.51200,0.01800,-65.95000,0.00000,0.53000,65.95000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,0,0,-,-,-,-,-,-,-,-,-,-,-
multi_channel_8_xst_v7,1.070,1.000,0.988,1.000,0.994,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000053,0.000063,15.87301587,1,1,0,1,0,-1,2,0,-2,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ltu_uplink_channel_decoder_k7,1.091,1.000,1.465,1.000,1.564,1.000,SETUP,1.62000,3.37100,0.826(25%),2.545(75%),-0.11700,-1.84200,Safely Timed,8,FDRE->LUT4->LUT3->LUT3->LUT5->LUT5->LUT5->LUT5->LUT5->FDRE,TS_clock,TS_clock,FDRE/C,FDRE/D,0,0,0,0,0,1,2,2,0,0,7%x0%,"0,0",0,20,53,0,0,0,0,0,0,-,-,-2.11700,-1.59400,-1.68100,-1.83700,-0.08700,-0.15600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ltu_uplink_channel_decoder_k7,1.091,1.000,1.465,1.000,1.564,1.000,HOLD,0.00000,0.19700,0.048(25%),0.149(75%),0.04900,0.02800,Safely Timed,0,FDRE->SRL16E,TS_clock,TS_clock,FDRE/C,SRL16E/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.14000,0.03000,-38.13400,0.00000,0.17000,38.13400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1133,-,-,-,-,-,-,-,-,-,-
ltu_uplink_channel_decoder_k7,1.091,1.000,1.465,1.000,1.564,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000038,0.000046,17.39130435,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mentor_rb1_quad_cpu_can_v7,1.057,1.000,0.973,1.000,1.052,1.000,SETUP,3.89000,4.82200,2.105(44%),2.717(56%),-0.50500,-2.06200,Safely Timed,7,RAMB18E2->LUT6->CARRY8->LUT4->LUT6->LUT6->LUT6->LUT6->RAMB36E2,clk,clk,RAMB18E2/CLKARDCLK,RAMB36E2/WEA[0],0,0,0,0,0,3,3,1,0,0,16%x6%,"1,0",0,16,49,0,0,0,0,0,3,-,-,-2.15100,-2.36200,-2.37740,-2.06100,-0.01540,0.31640,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mentor_rb1_quad_cpu_can_v7,1.057,1.000,0.973,1.000,1.052,1.000,HOLD,0.00000,0.27200,0.048(18%),0.224(82%),0.19200,0.01500,Safely Timed,0,FDRE->RAMD64E,clk,clk,FDRE/C,RAMD64E/I,0,0,0,0,0,0,0,0,0,0,1%x2%,"0,1",0,8,8,0,0,0,0,0,0,0,24,-,-,-,-,-,-,-0.09800,0.01500,-3.02600,0.00000,0.11300,3.02600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mentor_rb1_quad_cpu_can_v7,1.057,1.000,0.973,1.000,1.052,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000047,0.000047,0,2,1,-1,1,2,1,1,1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
v1_4inst_cw_k7,1.193,1.000,0.984,1.000,1.044,1.000,SETUP,1.11000,1.56200,0.351(23%),1.211(77%),-0.28200,-0.95700,Safely Timed,0,DSP_OUTPUT->DSP_C_DATA,clk,clk,DSP_OUTPUT/CLK,DSP_C_DATA/C[41],0,0,0,0,1,0,0,0,0,0,0%x28%,"0,2",0,15,15,0,0,0,0,0,0,-,-,-0.78200,-0.93200,-0.97140,-0.95700,-0.03940,0.01440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
v1_4inst_cw_k7,1.193,1.000,0.984,1.000,1.044,1.000,HOLD,0.00000,0.15200,0.048(32%),0.104(68%),0.10900,0.01400,Safely Timed,0,FDRE->RAMB18E2,clk,clk,FDRE/C,RAMB18E2/DINADIN[10],0,0,0,0,0,1,0,0,0,0,1%x0%,"0,0",0,1,1,0,0,0,0,0,0,0,2141,-,-,-,-,-,-,-0.18300,0.01600,-78.37400,0.00000,0.19900,78.37400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
v1_4inst_cw_k7,1.193,1.000,0.984,1.000,1.044,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000068,0.000066,-3.03030303,1,2,1,1,2,1,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
europa,1.148,1.000,0.952,1.000,1.000,1.000,SETUP,1.59000,2.51800,0.463(19%),2.055(81%),-0.42600,-1.32900,Safely Timed,4,FDCE->LUT6->LUT6->LUT5->LUT6->FDCE,chip_n_clk_pad,chip_n_clk_pad,FDCE/C,FDCE/D,0,0,0,0,0,1,2,1,0,0,12%x7%,"1,1",0,32,71,0,0,0,0,0,3,-,-,-1.44900,-1.35400,-1.35040,-1.32900,0.00360,0.02140,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
europa,1.148,1.000,0.952,1.000,1.000,1.000,HOLD,0.00000,0.12500,0.125(100%),0.000(0%),0.00000,0.00500,Safely Timed,0,SRLC32E->SRL16E,chip_n_clk_pad,chip_n_clk_pad,SRLC32E/CLK,SRL16E/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.12000,-0.00400,-30.04300,-0.15100,0.11600,29.89200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,769,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
europa,1.148,1.000,0.952,1.000,1.000,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00003,0.000034,11.76470588,1,0,-1,1,0,-1,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pc_cfr_k7,1.385,1.000,0.773,1.000,0.813,1.000,SETUP,1.55000,1.89600,0.810(43%),1.086(57%),-0.35400,-0.67800,Safely Timed,3,DSP_OUTPUT->CARRY8->CARRY8->CARRY8->FDRE,aclk,aclk,DSP_OUTPUT/CLK,FDRE/D,0,0,0,0,1,1,2,1,0,0,5%x0%,"1,0",0,2,5,0,0,0,0,0,0,-,-,-0.92800,-0.78800,-0.79220,-0.67700,-0.00420,0.11520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
