DesignName,L/B_SynthWns,L/P_SynthWns,L/B_PlaceWns,L/P_PlaceWns,L/B_RouteWns,L/P_RouteWns,PATH_TYPE,REQUIREMENT,PATH_DELAY,LOGIC_DELAY,NET_DELAY,SKEW,WNS,ClockRelationship,LOGIC_LEVELS,LOGICAL_PATH,STARTPOINT_CLOCK,ENDPOINT_CLOCK,STARTPOINT_PIN,ENDPOINT_PIN,COMB_DSP,DOA_REG,DOB_REG,MREG,PREG,BRAM_CROSSINGS,DSP_CROSSINGS,IO_CROSSINGS,CONFIG_CROSSINGS,SLR_CROSSINGS,BOUNDING_BOX_SIZE,CLOCK_REGION_DISTANCE,PBLOCKS,HIGH_FANOUT,CUMULATIVE_FANOUT,DONT_TOUCH,MARK_DEBUG,FIXED_LOC,FIXED_ROUTE,HOLD_FIX_DETOUR,COMBINED_LUT_PAIRS,End Point Clock,clk,INITWNS,PLACEWNS,PREROUTEWNS,ROUTEWNS,WNSDIFF,ROUTEWNSDIFF,PREROUTEWHS,ROUTEWHS,PREROUTETHS,ROUTETHS,WHSDIFF,THSDIFF,DP_STARTWL,DP_ENDWL,% WLVAR,NORTHPLACECONG,NORTHROUTECONG,NORTHCONGDIFF,SOUTHPLACECONG,SOUTHROUTECONG,SOUTHCONGDIFF,EASTPLACECONG,EASTROUTECONG,EASTCONGDIFF,WESTPLACECONG,WESTROUTECONG,WESTCONGDIFF,CLK,ArpIcmpTop_clk,fft_gen_top_clk,oam_clk_0,oam_clk_1,oam_clk_10,oam_clk_11,oam_clk_12,oam_clk_13,oam_clk_14,oam_clk_15,oam_clk_16,oam_clk_17,oam_clk_2,oam_clk_3,oam_clk_4,oam_clk_5,oam_clk_6,oam_clk_7,oam_clk_8,oam_clk_9,MMCME2_ADV_inst_n_6_BUFG_inst_n_0,input_paths,ref_clk_in,**async_default**,TcpIp6Top_clk,clock,proc_clk_pin,rx_clk_pin,sys_clk_pin,tx_clk_pin,filter_clk,multi_lut_clk,ram_clk,s1_clk,chip_n_clk_pad,hydra_clk1,i_clk,i_clock,i_sdclock_25,i_sdclock_50,i_sd_clock,clk_mmcm,**default**,clkout1,clkout2,clkout0,apb_clock,FSL_Clk,ClkVfag,clk0_sys,clk10_rx,clk10_sys,clk11_sys,clk12_sys,clk13_sys,clk14_sys,clk15_sys,clk16_sys,clk17_sys,clk18_sys,clk19_sys,clk1_sys,clk2_sys,clk3_sys,clk4_sys,clk5_sys,clk6_sys,clk7_sys,clk8_sys,clk9_sys,clk_core,clk_mrisc,XCLK,clk1x,clk2x,mii_rxc,pif_clk,sonet_rxc,sonet_txc,core_clk,pipe_clk,pci_clk,tck,mrx_clk_pad_i,mtx_clk_pad_i,clk_int,mclk_i,PAD_MEM_CLK,clk_channel_i,clk_proc_i,iwb_clk_i,TS_clock,aclk,CLK_33,global_90_mhz,p_sys_pll_ref_clk,pad_clk106,clk_tick,TxTop,WRAPPER_CLOCK,rx_clk,clock_54
OC_T51s,1.000,1.000,1.011,1.000,1.045,1.000,SETUP,8.00000,8.61300,1.706(20%),6.907(80%),-0.38900,-0.97900,Safely Timed,17,FDRE->LUT5->LUT5->LUT6->LUT6->LUT6->LUT6->LUT6->LUT6->LUT6->LUT6->LUT6->LUT6->LUT6->MUXF7->MUXF8->LUT6->LUT5->FDRE,ref_clk_in,ref_clk_in,FDRE/C,FDRE/D,0,0,0,0,0,8,17,1,0,0,46%x10%,"1,0",0,76,143,0,0,0,0,0,0,-,-,0.74300,-1.01800,-1.00840,-0.97600,0.00960,0.03240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OC_T51s,1.000,1.000,1.011,1.000,1.045,1.000,HOLD,0.00000,0.11100,0.063(57%),0.048(43%),0.04000,0.01500,Safely Timed,1,FDRE->LUT6->FDRE,ref_clk_in,ref_clk_in,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,5,6,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.10000,0.01700,-1.88300,0.00000,0.11700,1.88300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OC_T51s,1.000,1.000,1.011,1.000,1.045,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000096,0.000099,3.03030303,0,1,1,1,1,0,0,1,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tigershark,1.000,1.000,1.000,1.000,1.041,1.000,SETUP,12.78000,13.44300,4.752(36%),8.691(64%),-0.23900,-0.87800,Safely Timed,31,FDRE->LUT6->LUT6->LUT6->CARRY8->CARRY8->LUT6->LUT5->LUT5->LUT2->LUT2->CARRY8->CARRY8->CARRY8->CARRY8->LUT6->LUT6->LUT6->LUT6->LUT6->CARRY8->CARRY8->LUT6->CARRY8->CARRY8->LUT2->CARRY8->CARRY8->LUT4->CARRY8->LUT6->LUT6->FDRE,ref_clk_in,ref_clk_in,FDRE/C,FDRE/D,0,0,0,0,0,1,8,0,0,0,12%x48%,"0,2",0,118,338,0,0,0,0,0,6,-,-,0.49200,0.03800,-0.12540,-0.92700,-0.16340,-0.80160,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tigershark,1.000,1.000,1.000,1.000,1.041,1.000,HOLD,0.00000,0.24200,0.048(20%),0.194(80%),0.15900,0.02800,Safely Timed,0,FDRE->FDRE,ref_clk_in,ref_clk_in,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,1%x1%,"0,1",0,1,1,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.05300,0.02800,-0.20200,0.00000,0.08100,0.20200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1658,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tigershark,1.000,1.000,1.000,1.000,1.041,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000106,0.000109,2.752293578,2,1,-1,1,1,0,0,1,1,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
turbo,0.940,1.000,1.025,1.000,1.075,1.000,SETUP,5.00000,5.73300,2.014(36%),3.719(64%),-0.38100,-1.08900,Safely Timed,15,FDRE->LUT5->LUT6->LUT3->LUT6->LUT6->CARRY8->LUT6->LUT6->LUT6->LUT3->LUT6->LUT4->CARRY8->CARRY8->LUT4->FDRE,clk,clk,FDRE/C,FDRE/D,0,0,0,0,0,1,1,1,0,0,7%x3%,"1,0",0,127,454,0,0,0,0,0,2,-,-,-1.84700,-1.00200,-0.98320,-1.09000,0.01880,-0.10680,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
turbo,0.940,1.000,1.025,1.000,1.075,1.000,HOLD,0.00000,0.16500,0.048(30%),0.117(70%),0.12300,0.01300,Safely Timed,0,FDRE->RAMB18E2,clk,clk,FDRE/C,RAMB18E2/DINADIN[5],0,0,0,0,0,1,0,0,0,0,1%x0%,"0,0",0,1,1,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-0.10000,0.01400,-3.71500,0.00000,0.11400,3.71500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
turbo,0.940,1.000,1.025,1.000,1.075,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000083,0.000088,5.681818182,0,0,0,0,0,0,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fm,1.000,1.000,0.941,1.000,1.019,1.000,SETUP,4.44000,5.40700,1.917(36%),3.490(64%),-0.10800,-1.05000,Safely Timed,10,FDRE->LUT4->LUT6->LUT5->LUT5->LUT5->LUT5->LUT5->LUT5->LUT3->LUT5->FDCE,ref_clk_in,ref_clk_in,FDRE/C,FDCE/D,0,0,0,0,0,0,0,0,0,0,2%x1%,"0,0",0,8,35,0,0,0,0,0,1,-,-,-0.88400,-0.95000,-0.97230,-1.06200,-0.02230,-0.08970,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fm,1.000,1.000,0.941,1.000,1.019,1.000,HOLD,0.00000,0.16100,0.048(30%),0.113(70%),0.09600,0.00900,Safely Timed,0,FDRE->FDRE,ref_clk_in,ref_clk_in,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,3,3,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.08900,0.00900,-3.02000,0.00000,0.09800,3.02000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
fm,1.000,1.000,0.941,1.000,1.019,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000038,0.000039,2.564102564,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rosta_super_computing_v7_ORG_TIMING,1.022,1.000,0.746,1.000,0.755,1.000,SETUP,1.78000,2.30000,0.557(25%),1.743(75%),-0.18700,-0.79200,Safely Timed,3,FDRE->LUT6->LUT6->LUT6->FDRE,XCLK,XCLK,FDRE/C,FDRE/CE,0,0,0,0,0,0,2,0,0,0,5%x10%,"0,1",0,162,166,0,0,0,0,0,0,-,-,-0.38100,-0.68800,-0.60820,-0.79300,0.07980,-0.18480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rosta_super_computing_v7_ORG_TIMING,1.022,1.000,0.746,1.000,0.755,1.000,HOLD,0.00000,0.16100,0.078(49%),0.083(51%),0.08900,0.01600,Safely Timed,1,FDRE->LUT4->FDRE,XCLK,XCLK,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,2,3,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.10300,0.01600,-23.16500,0.00000,0.11900,23.16500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rosta_super_computing_v7_ORG_TIMING,1.022,1.000,0.746,1.000,0.755,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000092,0.000098,6.12244898,2,2,0,1,3,2,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
encrypt,1.039,1.000,0.804,1.000,0.847,1.000,SETUP,1.11000,2.54000,1.704(68%),0.836(32%),-0.20600,-1.61200,Safely Timed,1,RAMB18E2->CARRY8->FDRE,ref_clk_in,ref_clk_in,RAMB18E2/CLKARDCLK,FDRE/D,0,0,0,0,0,1,0,0,0,0,6%x0%,"0,0",0,2,3,0,0,0,0,0,0,-,-,-1.44500,-1.63400,-1.61120,-1.61000,0.02280,0.00120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
encrypt,1.039,1.000,0.804,1.000,0.847,1.000,HOLD,0.00000,0.14500,0.098(68%),0.047(32%),0.06000,0.02900,Safely Timed,2,FDRE->LUT2->CARRY8->FDRE,ref_clk_in,ref_clk_in,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,4,6,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.09900,0.03000,-16.96300,0.00000,0.12900,16.96300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
encrypt,1.039,1.000,0.804,1.000,0.847,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000073,0.000072,-1.388888889,1,1,0,0,1,1,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
softjin_fft_v7,1.509,1.000,1.022,1.000,1.059,1.000,SETUP,2.22000,2.78900,1.756(63%),1.033(37%),-0.50100,-1.15600,Safely Timed,3,RAMB36E2->DSP_A_B_DATA->DSP_PREADD_DATA->DSP_MULTIPLIER->DSP_M_DATA,clk,clk,RAMB36E2/CLKBWRCLK,DSP_M_DATA/V[22],3,0,1,1,0,2,2,1,0,0,7%x0%,"1,0",0,30,27,0,0,0,0,0,0,-,-,-0.44400,-1.22900,-1.30160,-1.15600,-0.07260,0.14560,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
softjin_fft_v7,1.509,1.000,1.022,1.000,1.059,1.000,HOLD,0.00000,0.14500,0.063(44%),0.082(56%),0.06000,0.02900,Safely Timed,1,FDRE->LUT3->FDRE,clk,clk,FDRE/C,FDRE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,3,4,0,0,0,0,0,0,0,1,-,-,-,-,-,-,-0.15300,0.03000,-57.89100,0.00000,0.18300,57.89100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
softjin_fft_v7,1.509,1.000,1.022,1.000,1.059,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00006,0.000061,1.639344262,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ctu_test_mikes,1.000,1.000,0.929,1.000,0.927,1.000,SETUP,5.90000,6.18500,2.406(39%),3.779(61%),0.05400,-0.20600,Safely Timed,17,FDCE->LUT6->LUT3->CARRY8->LUT5->LUT4->LUT6->LUT6->LUT4->CARRY8->CARRY8->LUT1->CARRY8->LUT5->LUT6->LUT6->LUT6->LUT5->FDCE,ref_clk_in,ref_clk_in,FDCE/C,FDCE/D,0,0,0,0,0,0,5,1,0,0,8%x3%,"1,1",0,67,160,0,0,0,0,0,4,-,-,-0.97700,-0.22200,-0.28040,-0.20700,-0.05840,0.07340,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ctu_test_mikes,1.000,1.000,0.929,1.000,0.927,1.000,HOLD,0.00000,0.17400,0.078(45%),0.096(55%),0.09800,0.02000,Safely Timed,1,FDCE->LUT6->FDCE,ref_clk_in,ref_clk_in,FDCE/C,FDCE/D,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,16,17,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-0.07900,0.02000,-1.10200,0.00000,0.09900,1.10200,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ctu_test_mikes,1.000,1.000,0.929,1.000,0.927,1.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000082,0.000084,2.380952381,0,0,0,0,1,1,0,0,0,0,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mpeg4_dec,1.286,1.000,0.913,1.012,0.940,0.987,SETUP,3.33000,5.25200,3.167(61%),2.085(39%),-0.16300,-2.06000,Safely Timed,13,FDRE->LUT4->LUT5->LUT4->DSP_A_B_DATA->DSP_PREADD_DATA->DSP_MULTIPLIER->DSP_M_DATA->DSP_ALU->DSP_OUTPUT->LUT6->LUT4->LUT6->LUT6->FDRE,clk,clk,FDRE/C,FDRE/D,6,0,0,0,0,2,2,0,0,0,5%x1%,"0,0",0,19,42,0,0,0,0,0,2,-,-,-2.91600,-2.26600,-2.22820,-2.06000,0.03780,0.16820,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mpeg4_dec,1.286,1.000,0.913,1.012,0.940,0.987,HOLD,0.00000,0.30100,0.104(35%),0.197(65%),0.13900,0.01600,Safely Timed,0,FDRE->RAMD64E,clk,clk,FDRE/C,RAMD64E/WADR1,0,0,0,0,0,0,0,0,0,0,0%x0%,"0,0",0,32,32,0,0,0,0,0,0,0,58,-,-,-,-,-,-,-0.11800,0.01700,-39.85800,0.00000,0.13500,39.85800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mpeg4_dec,1.286,1.000,0.913,1.012,0.940,0.987,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00004,0.00004,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
